added_predicates,comparison_basis,dataset,file,idx,num_added_triples,num_matched_predicates,num_matched_source_triples,num_omitted_triples,num_predicted_predicates,num_source_triples,omitted_predicates,omitted_triples,position,pred,source_input,task,triple_set_id
creator,webnlg17_input,factual,results/ordering/factual_ordering.json,1629,1,0,0,2,1,2,artist | producer,Expect_a_Miracle artist Brian_Kelly_(composer_&_pianist) || Expect_a_Miracle producer Brian_Kelly_(composer_&_pianist),1629,creator,[TRIPLE] Expect_a_Miracle  artist  Brian_Kelly_(composer_&_pianist) [/TRIPLE] [TRIPLE] Expect_a_Miracle  producer  Brian_Kelly_(composer_&_pianist) [/TRIPLE],ordering,1629
creator,webnlg17_input,factual,results/ordering/factual_ordering.json,1638,1,2,2,2,3,4,producer | artist,Nord_(Year_of_No_Light_album) producer Year_of_No_Light || Nord_(Year_of_No_Light_album) artist Year_of_No_Light,1638,recordLabel releaseDate creator,[TRIPLE] Nord_(Year_of_No_Light_album)  releaseDate  2006-09-06 [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  producer  Year_of_No_Light [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  artist  Year_of_No_Light [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  recordLabel  Crucial_Blast [/TRIPLE],ordering,1638
,webnlg17_input,factual,results/ordering/factual_ordering.json,1639,0,3,3,1,3,4,birthPlace,Lady_Anne_Monson birthPlace Kingdom_of_England,1639,birthPlace birthDate deathDate,[TRIPLE] Lady_Anne_Monson  birthPlace  Darlington [/TRIPLE] [TRIPLE] Lady_Anne_Monson  birthDate  1726-01-01 [/TRIPLE] [TRIPLE] Lady_Anne_Monson  deathDate  1776-02-18 [/TRIPLE] [TRIPLE] Lady_Anne_Monson  birthPlace  Kingdom_of_England [/TRIPLE],ordering,1639
country,webnlg17_input,factual,results/ordering/factual_ordering.json,1640,1,1,1,1,2,2,citizenship,Darinka_Dentcheva citizenship United_States,1640,leaderTitle country,"[TRIPLE] Darinka_Dentcheva  citizenship  United_States [/TRIPLE] [TRIPLE] United_States  leaderTitle  ""Vice President"" [/TRIPLE]",ordering,1640
author,webnlg17_input,factual,results/ordering/factual_ordering.json,1641,1,3,3,1,4,4,writer,McVeagh_of_the_South_Seas writer Harry_Carey_(actor_born_1878),1641,director director author imdbId,[TRIPLE] McVeagh_of_the_South_Seas  imdbId  0004319 [/TRIPLE] [TRIPLE] McVeagh_of_the_South_Seas  director  Cyril_Bruce [/TRIPLE] [TRIPLE] McVeagh_of_the_South_Seas  director  Harry_Carey_(actor_born_1878) [/TRIPLE] [TRIPLE] McVeagh_of_the_South_Seas  writer  Harry_Carey_(actor_born_1878) [/TRIPLE],ordering,1641
author | production_team,webnlg17_input,factual,results/ordering/factual_ordering.json,1645,2,1,1,2,3,3,producer | writer,Mermaid_(Train_song) producer Espionage_(production_team) || Mermaid_(Train_song) writer Pat_Monahan,1645,followedBy author production_team,[TRIPLE] Mermaid_(Train_song)  followedBy  Imagine_(John_Lennon_song) [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  producer  Espionage_(production_team) [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  writer  Pat_Monahan [/TRIPLE],ordering,1645
Anthropic_principle,webnlg17_input,factual,results/ordering/factual_ordering.json,1653,1,5,5,1,6,6,knownFor,Brandon_Carter knownFor Doomsday_argument,1653,birthPlace birthDate almaMater doctoralAdvisor knownFor Anthropic_principle,[TRIPLE] Brandon_Carter  doctoralAdvisor  Dennis_William_Sciama [/TRIPLE] [TRIPLE] Brandon_Carter  birthPlace  England [/TRIPLE] [TRIPLE] Brandon_Carter  knownFor  Anthropic_principle [/TRIPLE] [TRIPLE] Brandon_Carter  birthDate  1942-01-01 [/TRIPLE] [TRIPLE] Brandon_Carter  almaMater  University_of_Cambridge [/TRIPLE] [TRIPLE] Brandon_Carter  knownFor  Doomsday_argument [/TRIPLE],ordering,1653
,webnlg17_input,factual,results/ordering/factual_ordering.json,1657,0,3,3,1,3,4,residence,Nurhan_Atasoy residence Turkey,1657,nationality birthPlace residence,[TRIPLE] Nurhan_Atasoy  residence  Istanbul [/TRIPLE] [TRIPLE] Nurhan_Atasoy  birthPlace  Turkey [/TRIPLE] [TRIPLE] Nurhan_Atasoy  nationality  Turkish_people [/TRIPLE] [TRIPLE] Nurhan_Atasoy  residence  Turkey [/TRIPLE],ordering,1657
,webnlg17_input,factual,results/ordering/factual_ordering.json,1659,0,4,4,1,4,5,city,Acharya_Institute_of_Technology city Bangalore,1659,campus affiliation wasGivenTheTechnicalCampusStatusBy location,"[TRIPLE] Acharya_Institute_of_Technology  campus  ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" [/TRIPLE] [TRIPLE] All_India_Council_for_Technical_Education  location  Mumbai [/TRIPLE] [TRIPLE] Acharya_Institute_of_Technology  affiliation  Visvesvaraya_Technological_University [/TRIPLE] [TRIPLE] Acharya_Institute_of_Technology  city  Bangalore [/TRIPLE] [TRIPLE] Acharya_Institute_of_Technology  wasGivenTheTechnicalCampusStatusBy  All_India_Council_for_Technical_Education [/TRIPLE]",ordering,1659
,webnlg17_input,factual,results/ordering/factual_ordering.json,1660,0,2,2,2,2,4,mission | mission,Nie_Haisheng mission Shenzhou_6 || Nie_Haisheng mission Shenzhou_10,1660,birthPlace occupation,[TRIPLE] Nie_Haisheng  birthPlace  Hubei [/TRIPLE] [TRIPLE] Nie_Haisheng  mission  Shenzhou_6 [/TRIPLE] [TRIPLE] Nie_Haisheng  mission  Shenzhou_10 [/TRIPLE] [TRIPLE] Nie_Haisheng  occupation  Fighter_pilot [/TRIPLE],ordering,1660
,webnlg17_input,factual,results/ordering/factual_ordering.json,1661,0,4,4,1,4,5,status,"Alan_Shepard status ""Deceased""",1661,nationality birthPlace birthDate deathPlace,"[TRIPLE] Alan_Shepard  birthDate  ""1923-11-18"" [/TRIPLE] [TRIPLE] Alan_Shepard  nationality  United_States [/TRIPLE] [TRIPLE] Alan_Shepard  deathPlace  California [/TRIPLE] [TRIPLE] Alan_Shepard  birthPlace  New_Hampshire [/TRIPLE] [TRIPLE] Alan_Shepard  status  ""Deceased"" [/TRIPLE]",ordering,1661
production_team,webnlg17_input,factual,results/ordering/factual_ordering.json,1672,1,2,2,2,3,4,producer | certification,Mermaid_(Train_song) producer Espionage_(production_team) || Imagine_(John_Lennon_song) certification FIMI,1672,followedBy musicalBand production_team,[TRIPLE] Mermaid_(Train_song)  musicalBand  Train_(band) [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  producer  Espionage_(production_team) [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  followedBy  Imagine_(John_Lennon_song) [/TRIPLE] [TRIPLE] Imagine_(John_Lennon_song)  certification  FIMI [/TRIPLE],ordering,1672
city,webnlg17_input,factual,results/ordering/factual_ordering.json,1680,1,3,3,1,4,4,type,Ciudad_Ayala type City,1680,leaderTitle governmentType city utcOffset,"[TRIPLE] Ciudad_Ayala  leaderTitle  ""City Manager"" [/TRIPLE] [TRIPLE] Ciudad_Ayala  type  City [/TRIPLE] [TRIPLE] Ciudad_Ayala  governmentType  Council-manager_government [/TRIPLE] [TRIPLE] Ciudad_Ayala  utcOffset  −6 [/TRIPLE]",ordering,1680
city,webnlg17_input,factual,results/ordering/factual_ordering.json,1691,1,2,2,1,3,3,type,Ciudad_Ayala type City,1691,elevationAboveTheSeaLevel city leader,[TRIPLE] Ciudad_Ayala  type  City [/TRIPLE] [TRIPLE] Ciudad_Ayala  elevationAboveTheSeaLevel  1147.0 [/TRIPLE] [TRIPLE] Ciudad_Ayala  leader  Juan_Nolasco [/TRIPLE],ordering,1691
production | editor,webnlg17_input,factual,results/ordering/factual_ordering.json,1701,2,2,2,2,4,4,editing | producer,English_Without_Tears editing Alan_Jaggs || English_Without_Tears producer Anatole_de_Grunwald,1701,activeYearsStartYear director production editor,[TRIPLE] English_Without_Tears  editing  Alan_Jaggs [/TRIPLE] [TRIPLE] Harold_French  activeYearsStartYear  1920-01-01 [/TRIPLE] [TRIPLE] English_Without_Tears  director  Harold_French [/TRIPLE] [TRIPLE] English_Without_Tears  producer  Anatole_de_Grunwald [/TRIPLE],ordering,1701
operatingIndustry,webnlg17_input,factual,results/ordering/factual_ordering.json,1704,1,3,3,2,4,5,industry | type,Hypermarcas industry Pharmaceuticals || Hypermarcas type S.A._(corporation),1704,foundingDate operatingIndustry subsidiary netIncome,[TRIPLE] Hypermarcas  industry  Pharmaceuticals [/TRIPLE] [TRIPLE] Hypermarcas  foundingDate  2001-01-01 [/TRIPLE] [TRIPLE] Hypermarcas  type  S.A._(corporation) [/TRIPLE] [TRIPLE] Hypermarcas  subsidiary  Mantecorp [/TRIPLE] [TRIPLE] Hypermarcas  netIncome  108600000 [/TRIPLE],ordering,1704
production_team,webnlg17_input,factual,results/ordering/factual_ordering.json,1711,1,5,5,2,6,7,runtime | producer,Mermaid_(Train_song) runtime 3.16 || Mermaid_(Train_song) producer Espionage_(production_team),1711,genre genre production_team precededBy releaseDate followedBy,[TRIPLE] Mermaid_(Train_song)  genre  Pop_rock [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  releaseDate  2012-12-27 [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  precededBy  This'll_Be_My_Year [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  runtime  3.16 [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  genre  Reggae [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  followedBy  Imagine_(John_Lennon_song) [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  producer  Espionage_(production_team) [/TRIPLE],ordering,1711
author,webnlg17_input,factual,results/ordering/factual_ordering.json,1725,1,4,4,1,5,5,writer,Mermaid_(Train_song) writer Espen_Lind,1725,genre precededBy author releaseDate runtime,[TRIPLE] Mermaid_(Train_song)  genre  Pop_rock [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  runtime  3.16 [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  releaseDate  2012-12-27 [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  precededBy  This'll_Be_My_Year [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  writer  Espen_Lind [/TRIPLE],ordering,1725
manufacturer,webnlg17_input,factual,results/ordering/factual_ordering.json,1728,1,1,1,2,2,3,type | industry,Hypermarcas type S.A._(corporation) || Hypermarcas industry Pharmaceuticals,1728,product manufacturer,[TRIPLE] Hypermarcas  type  S.A._(corporation) [/TRIPLE] [TRIPLE] Hypermarcas  product  Cosmetics [/TRIPLE] [TRIPLE] Hypermarcas  industry  Pharmaceuticals [/TRIPLE],ordering,1728
cost | editor | starring,webnlg17_input,factual,results/ordering/factual_ordering.json,1732,3,4,4,3,7,7,editing | runtime | writer,Super_Capers editing Stacy_Katzman || Super_Capers runtime 98.0 || Super_Capers writer Ray_Griggs_(director),1732,starring starring language budget cost editor starring,[TRIPLE] Super_Capers  editing  Stacy_Katzman [/TRIPLE] [TRIPLE] Super_Capers  starring  Michael_Rooker [/TRIPLE] [TRIPLE] Super_Capers  starring  Tom_Sizemore [/TRIPLE] [TRIPLE] Super_Capers  language  English_language [/TRIPLE] [TRIPLE] Super_Capers  runtime  98.0 [/TRIPLE] [TRIPLE] Super_Capers  budget  2000000.0 [/TRIPLE] [TRIPLE] Super_Capers  writer  Ray_Griggs_(director) [/TRIPLE],ordering,1732
,webnlg17_input,factual,results/ordering/factual_ordering.json,1736,0,4,4,1,4,5,producer,Death_on_a_Factory_Farm producer Sarah_Teale,1736,director producer musicComposer runtime,[TRIPLE] Death_on_a_Factory_Farm  producer  Tom_Simon [/TRIPLE] [TRIPLE] Death_on_a_Factory_Farm  musicComposer  Jamie_Lawrence [/TRIPLE] [TRIPLE] Death_on_a_Factory_Farm  runtime  83.0 [/TRIPLE] [TRIPLE] Death_on_a_Factory_Farm  producer  Sarah_Teale [/TRIPLE] [TRIPLE] Death_on_a_Factory_Farm  director  Sarah_Teale [/TRIPLE],ordering,1736
broadcastedBy | timeruntime,webnlg17_input,factual,results/ordering/factual_ordering.json,1742,2,2,2,2,4,4,producer | runtime,Death_on_a_Factory_Farm producer Tom_Simon || Death_on_a_Factory_Farm runtime 83.0,1742,broadcastedBy broadcastedBy timeruntime director,[TRIPLE] Death_on_a_Factory_Farm  director  Tom_Simon [/TRIPLE] [TRIPLE] Death_on_a_Factory_Farm  producer  Tom_Simon [/TRIPLE] [TRIPLE] Death_on_a_Factory_Farm  broadcastedBy  HBO [/TRIPLE] [TRIPLE] Death_on_a_Factory_Farm  runtime  83.0 [/TRIPLE],ordering,1742
music,webnlg17_input,factual,results/ordering/factual_ordering.json,1743,1,2,2,1,3,3,artist,Bootleg_Series_Volume_1:_The_Quine_Tapes artist The_Velvet_Underground,1743,music producer runtime,[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  artist  The_Velvet_Underground [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  producer  The_Velvet_Underground [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  runtime  230.05 [/TRIPLE],ordering,1743
,webnlg17_input,factual,results/ordering/factual_ordering.json,1744,0,2,2,1,2,3,industry,Hypermarcas industry Pharmaceuticals,1744,foundingDate keyPerson,[TRIPLE] Hypermarcas  industry  Pharmaceuticals [/TRIPLE] [TRIPLE] Hypermarcas  keyPerson  CEO [/TRIPLE] [TRIPLE] Hypermarcas  foundingDate  2001-01-01 [/TRIPLE],ordering,1744
author | publisher,webnlg17_input,factual,results/ordering/factual_ordering.json,1748,2,0,0,2,2,2,producer | writer,English_Without_Tears producer Anatole_de_Grunwald || English_Without_Tears writer Anatole_de_Grunwald,1748,author publisher,[TRIPLE] English_Without_Tears  producer  Anatole_de_Grunwald [/TRIPLE] [TRIPLE] English_Without_Tears  writer  Anatole_de_Grunwald [/TRIPLE],ordering,1748
,webnlg17_input,factual,results/ordering/factual_ordering.json,1758,0,4,4,1,4,5,writer,It's_Great_to_Be_Young_(1956_film) writer Ted_Willis,1758,starring director musicComposer runtime,[TRIPLE] It's_Great_to_Be_Young_(1956_film)  runtime  94.0 [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  director  Cyril_Frankel [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  musicComposer  Louis_Levy [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  starring  Cecil_Parker [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  writer  Ted_Willis [/TRIPLE],ordering,1758
record_name,webnlg17_input,factual,results/ordering/factual_ordering.json,1761,1,3,3,2,4,5,producer | runtime,Turn_Me_On_(album) producer The_Honeymoon_Killers_(American_band) || Turn_Me_On_(album) runtime 35.1,1761,precededBy genre genre record_name,[TRIPLE] Turn_Me_On_(album)  genre  Punk_blues [/TRIPLE] [TRIPLE] Turn_Me_On_(album)  producer  The_Honeymoon_Killers_(American_band) [/TRIPLE] [TRIPLE] Turn_Me_On_(album)  genre  Noise_rock [/TRIPLE] [TRIPLE] Turn_Me_On_(album)  precededBy  Let_It_Breed [/TRIPLE] [TRIPLE] Turn_Me_On_(album)  runtime  35.1 [/TRIPLE],ordering,1761
author,webnlg17_input,factual,results/ordering/factual_ordering.json,1762,1,1,1,2,2,3,writer | writer,English_Without_Tears writer Anatole_de_Grunwald || English_Without_Tears writer Terence_Rattigan,1762,birthPlace author,[TRIPLE] Anatole_de_Grunwald  birthPlace  Saint_Petersburg [/TRIPLE] [TRIPLE] English_Without_Tears  writer  Anatole_de_Grunwald [/TRIPLE] [TRIPLE] English_Without_Tears  writer  Terence_Rattigan [/TRIPLE],ordering,1762
ICAOLocationIdentifier,webnlg17_input,factual,results/ordering/factual_ordering.json,1767,1,6,6,1,7,7,icaoLocationIdentifier,Bedford_Aerodrome icaoLocationIdentifier EGBF,1767,operatingOrganisation location cityServed elevationAboveTheSeaLevel ICAOLocationIdentifier runwayName runwayLength,"[TRIPLE] Bedford_Aerodrome  operatingOrganisation  MotorSport_Vision [/TRIPLE] [TRIPLE] Bedford_Aerodrome  runwayLength  1095.0 [/TRIPLE] [TRIPLE] Bedford_Aerodrome  cityServed  Bedford_Autodrome [/TRIPLE] [TRIPLE] Bedford_Aerodrome  location  Thurleigh [/TRIPLE] [TRIPLE] Bedford_Aerodrome  icaoLocationIdentifier  EGBF [/TRIPLE] [TRIPLE] Bedford_Aerodrome  elevationAboveTheSeaLevel  83.2104 [/TRIPLE] [TRIPLE] Bedford_Aerodrome  runwayName  ""08/26"" [/TRIPLE]",ordering,1767
professionStochastic_programming,webnlg17_input,factual,results/ordering/factual_ordering.json,1768,1,4,4,3,5,7,citizenship | professionalField | knownFor,Darinka_Dentcheva citizenship United_States || Darinka_Dentcheva professionalField Mathematical_optimization || Darinka_Dentcheva knownFor Stochastic_programming,1768,birthDate residence almaMater influencedBy professionStochastic_programming,[TRIPLE] Darinka_Dentcheva  influencedBy  Andrzej_Piotr_Ruszczyński [/TRIPLE] [TRIPLE] Darinka_Dentcheva  citizenship  United_States [/TRIPLE] [TRIPLE] Darinka_Dentcheva  birthDate  1958-01-01 [/TRIPLE] [TRIPLE] Darinka_Dentcheva  professionalField  Mathematical_optimization [/TRIPLE] [TRIPLE] Darinka_Dentcheva  knownFor  Stochastic_programming [/TRIPLE] [TRIPLE] Darinka_Dentcheva  almaMater  Humboldt_University [/TRIPLE] [TRIPLE] Darinka_Dentcheva  residence  New_Jersey [/TRIPLE],ordering,1768
country | occupation,webnlg17_input,factual,results/ordering/factual_ordering.json,1772,2,0,0,2,2,2,citizenship | professionalField,Darinka_Dentcheva citizenship United_States || Darinka_Dentcheva professionalField Mathematical_optimization,1772,country occupation,[TRIPLE] Darinka_Dentcheva  citizenship  United_States [/TRIPLE] [TRIPLE] Darinka_Dentcheva  professionalField  Mathematical_optimization [/TRIPLE],ordering,1772
author,webnlg17_input,factual,results/ordering/factual_ordering.json,1774,1,0,0,1,1,1,writer,English_Without_Tears writer Anatole_de_Grunwald,1774,author,[TRIPLE] English_Without_Tears  writer  Anatole_de_Grunwald [/TRIPLE],ordering,1774
country,webnlg17_input,factual,results/ordering/factual_ordering.json,1776,1,2,2,1,3,3,industry,GMA_New_Media industry Entertainment,1776,location location country,[TRIPLE] GMA_New_Media  location  GMA_Network_Center [/TRIPLE] [TRIPLE] GMA_New_Media  location  Philippines [/TRIPLE] [TRIPLE] GMA_New_Media  industry  Entertainment [/TRIPLE],ordering,1776
publisher,webnlg17_input,factual,results/ordering/factual_ordering.json,1777,1,1,1,1,2,2,producer,Turn_Me_On_(album) producer The_Honeymoon_Killers_(American_band),1777,genre publisher,[TRIPLE] Turn_Me_On_(album)  genre  Punk_blues [/TRIPLE] [TRIPLE] Turn_Me_On_(album)  producer  The_Honeymoon_Killers_(American_band) [/TRIPLE],ordering,1777
,webnlg17_input,factual,results/structuring/factual_structuring.json,4,0,4,4,1,4,5,type,Ciudad_Ayala type City,4,[SNT] leaderTitle governmentType [/SNT] [SNT] populationDensity populationMetro [/SNT],"[TRIPLE] Ciudad_Ayala  populationMetro  1777539 [/TRIPLE] [TRIPLE] Ciudad_Ayala  leaderTitle  ""City Manager"" [/TRIPLE] [TRIPLE] Ciudad_Ayala  type  City [/TRIPLE] [TRIPLE] Ciudad_Ayala  populationDensity  1604.0 [/TRIPLE] [TRIPLE] Ciudad_Ayala  governmentType  Council-manager_government [/TRIPLE]",structuring,4
,webnlg17_input,factual,results/structuring/factual_structuring.json,16,0,3,3,1,3,4,industry,Hypermarcas industry Pharmaceuticals,16,[SNT] location location areaTotal [/SNT],[TRIPLE] Hypermarcas  location  São_Paulo [/TRIPLE] [TRIPLE] Brazil  areaTotal  8514837.14  (square kilometres) [/TRIPLE] [TRIPLE] Hypermarcas  location  Brazil [/TRIPLE] [TRIPLE] Hypermarcas  industry  Pharmaceuticals [/TRIPLE],structuring,16
,webnlg17_input,factual,results/structuring/factual_structuring.json,20,0,2,2,5,2,7,artist | producer | runtime | recordedIn | recordedIn,"Bootleg_Series_Volume_1:_The_Quine_Tapes artist The_Velvet_Underground || Bootleg_Series_Volume_1:_The_Quine_Tapes producer The_Velvet_Underground || Bootleg_Series_Volume_1:_The_Quine_Tapes runtime 230.05 || Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn United_States || Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn St._Louis,_Missouri",20,[SNT] genre recordLabel [/SNT],"[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  artist  The_Velvet_Underground [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  producer  The_Velvet_Underground [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  runtime  230.05 [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  United_States [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  St._Louis,_Missouri [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  genre  Rock_music [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordLabel  Polydor_Records [/TRIPLE]",structuring,20
,webnlg17_input,factual,results/structuring/factual_structuring.json,23,0,2,2,1,2,3,producer,Mermaid_(Train_song) producer Espionage_(production_team),23,[SNT] followedBy album [/SNT],[TRIPLE] Mermaid_(Train_song)  followedBy  Imagine_(John_Lennon_song) [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  producer  Espionage_(production_team) [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  album  California_37_(Train_album) [/TRIPLE],structuring,23
,webnlg17_input,factual,results/structuring/factual_structuring.json,26,0,2,2,1,2,3,writer,English_Without_Tears writer Terence_Rattigan,26,[SNT] runtime cinematography [/SNT],[TRIPLE] English_Without_Tears  cinematography  Bernard_Knowles [/TRIPLE] [TRIPLE] English_Without_Tears  writer  Terence_Rattigan [/TRIPLE] [TRIPLE] English_Without_Tears  runtime  89.0 [/TRIPLE],structuring,26
,webnlg17_input,factual,results/structuring/factual_structuring.json,27,0,2,2,1,2,3,professionalField,Lady_Anne_Monson professionalField Botany,27,[SNT] spouse deathDate [/SNT],[TRIPLE] Lady_Anne_Monson  spouse  George_Monson [/TRIPLE] [TRIPLE] Lady_Anne_Monson  deathDate  1776-02-18 [/TRIPLE] [TRIPLE] Lady_Anne_Monson  professionalField  Botany [/TRIPLE],structuring,27
