Source,Translation
"The population density of Cepões is 83.0 people per square unit, and it is led by Zinedine Zidane.",تبلغ الكثافة السكانية في سيبوس 83 شخصًا لكل وحدة مربعة، ويقودها زين الدين زيدان.
Bedford College was established in the city of Toyota in the year 2000.,تأسست كلية بيدفورد في مدينة تويوتا في عام 2000.
Chacarera is a dance style that originated from maxixe.,.شاكارييرا هي رقصة نشأت من ماكيش
"The asteroid 712 Boliviana has an orbital period of 29,000 units and a periapsis of 1604.0. Its epoch is on July 31, 2016 (JD 2457600.5).",.يبلغ الفترة المدارية للكويكب 712 بوليفيانا 000 29 وحدة، ونقطة الأوج لديه 0.5 604 2457 (31 يوليو 2016).
"The Škoda 860 is assembled in Oxford, which is a part of Oceana County in New Hampshire, United States. The manufacturer of the Škoda 860 is based in Greenland.",يتم تجميع سيارة سكودا 860 في أكسفورد، وهي جزء من مقاطعة أوشينا في ولاية نيو هامبشاير بالولايات المتحدة. ويقع مقر شركة تصنيع سكودا 860 في جرينلاند.
"The asteroid 3280 Grétry has an apoapsis of 70.308, an orbital period of 108600000 seconds, and was discovered by Geronimo. Its rotation period is 387.63 seconds.",.يبلغ أوج كويكب 3280 غريتري 70.308، وفترة دورانه 108600000 ثانية، وقد اكتشفه جيرونيمو. تبلغ فترة دورانه 387.63 ثانية
"Gregorio Luperón International Airport, located in Zuia and operated by the Civil Aviation Department in Berlanga del Bierzo, has a runway length of 1604.0 meters and an elevation of 1249.6 meters above sea level. Its runway is named ""18L/36R"".",".مطار غريغوريو لوبيرون الدولي، الذي يقع في زويا وتديره إدارة الطيران المدني في بيرلانغا ديل بيرزو، يبلغ طول مدرجه 1604.0 مترًا وارتفاعه 1249.6 مترًا فوق مستوى سطح البحر. واسم مدرجه هو ""18L/30R""."
Nanni Moretti is a Mexican national.,ناني موريتي مواطن مكسيكي.
"The United States Air Force operates RAF Gibraltar, and they use Yak-11 transport aircraft in Angolan service there.",تشغل القوات الجوية الأمريكية مطار جيبالتار الملكي التابع للقوات الجوية البريطانية، ويستخدمون هناك طائرات نقل من طراز ياك-11 في الخدمة الأنغولية.
"The author Charles Martel wrote ""The Broken Coin,"" a work of Weird Western literature.","كتب المؤلف تشارلز مارتل عملًا من أدب الغرب الغريب بعنوان ""العملة المكسورة""."
"Gacko is a part of Jalisco, which is led by the United States Secretary of State.",غاكو هو جزء من خاليسكو، التي يقودها وزير خارجية الولايات المتحدة.
"Jesus' music is composed by Florent Malouda, who previously played for Rawmarsh Welfare FC. Mars Films, the broadcaster, airs Jesus on HBO East and HBO West as a timeshift channel.",".موسيقى ""يسوع"" من تأليف فلورنت مالودا، الذي لعب سابقًا لنادي راورمارش ويلفير لكرة القدم. وتقوم قناة ""مارس فيلمز"" بعرض فيلم ""يسوع"" على قناتي HBO East و HBO West كقناة timeshift"
"Jeremias Augustin was born on January 1st, 1954.",ولد جيرمياس أوغستين في 1 يناير 1954
"The Margraviate of Brandenburg was founded approximately 108,600 years ago. (Note: This information is incorrect as the Margraviate of Brandenburg was actually founded around 1157 AD.)",تأسست مارغريفية براندنبورغ منذ ما يقرب من 108600 عام. (ملاحظة: هذه المعلومات غير صحيحة لأن مارغريفية براندنبورغ تأسست في الواقع حوالي عام 1157 بعد الميلاد)
"The movie ""Daddy's Home"" was directed by Ned Beatty and features Hadrian and Caparezza as actors. The cinematography was done by Wilhelm von Wedell. The runtime of the movie is 260,855,000,000 microseconds (approximately 260.86 hours or 10.95 days). The movie grossed 3.16 units. The music composer for the film is Emperor Xuanzong of Tang.",".أخرج نيد بيتي فيلم ""Daddy's Home"" الذي يضم هادريان وكاباريزا كممثلين. وكان ويلهلم فون ويديل مصورًا سينمائيًا. تبلغ مدة الفيلم 260.855.000.000 ميكروثانية (حوالي 260.86 ساعة أو 10.95 يومًا). وحقق الفيلم إيرادات بلغت 3.16 وحدة. كان مؤلف الموسيقى للفيلم هو الإمبراطور شوانزونغ من تانغ"
The GT-6B is an instrument used for playing skiffle music.,.GT-6B هي آلة موسيقية تستخدم لعزف موسيقى السكيفل
"The album ""A Momentary Lapse of Reason"" belongs to the genre of fado.","ينتمي ألبوم ""لحظة ضعف عابرة"" إلى نوع موسيقى الفادو."
"The German film ""Neues aus der Florentiner 73"" was directed by Heinz Mellmann. Taichang Emperor was the editor, and James Callaghan composed the music. The runtime of this film is 260,855,000,000 microseconds (approximately 260.86 hours).",".أخرج هاينز ميلمان الفيلم الألماني ""نيوز أوس دير فلورنتينر 73"". وكان الإمبراطور تايتشانج هو المحرر، بينما قام جيمس كالاهان بتأليف الموسيقى. تبلغ مدة عرض هذا الفيلم 260.855.000 ميكروثانية (حوالي 260.86 ساعة)"
"The American soccer team, Lincoln United FC, participates in the Iraqi Premier League. The league is based in the country of the United States, and the team is commonly known by the nickname ""B.M. Reddy.""","يشارك فريق كرة القدم الأمريكي، لينكولن يونايتد إف سي، في الدوري العراقي الممتاز. ويقع مقر الدوري في الولايات المتحدة، ويُعرف الفريق عادةً باللقب ""بي. إم. ريدي""."
"Emil Rilke was born in California in 1896, but he was of Turkish nationality. He was born over a century earlier than stated in one of the triples. Rilke died in Michigan and was awarded the Distinguished Service Medal by the United States Navy. Despite the birthdate and nationality errors in the input, the correct information about his death and award is provided.",ولد إميل ريلك في كاليفورنيا عام 1896، لكنه كان يحمل الجنسية التركية. لقد ولد قبل أكثر من قرن من الزمن مما هو مذكور في إحدى الجمل الثلاثية. توفي ريلك في ميشيغان ومنحته البحرية الأمريكية وسام الخدمة المتميزة. وعلى الرغم من أخطاء تاريخ الميلاد والجنسية في المدخلات، إلا أن المعلومات الصحيحة حول وفاته وجائزته مقدمة.
"The song ""What Makes You Beautiful"" has a runtime of 20378.5 milliseconds and was produced and performed by the Dutch rock band Within Temptation in the jazz-rap genre.",".يبلغ طول أغنية ""ما الذي يجعلك جميلاً"" 20378.5 مللي ثانية، وهي من إنتاج وأداء فرقة الروك الهولندية ""ويثن تمبتايشن"" ضمن نوع موسيقي الجاز-راب"
The Durham University Business School currently rents the Rhodes State Office Tower located at 11 Diagonal Street in New Hampshire.,يستأجر كلية الأعمال بجامعة دورهام حاليًا برج رودس ستيت أوفيس الواقع في 11 شارع داياجونال في نيو هامبشاير.
"This information is incorrect. Makati is not a part of Melbourne. Makati is a financial and central business district in Metro Manila, Philippines. Melbourne is a city in Australia.",هذه المعلومات غير صحيحة. ماكاتي ليست جزءًا من ملبورن. ماكاتي هي منطقة مالية وتجارية مركزية في مانيلا الكبرى، الفلبين. ملبورن هي مدينة في أستراليا.
"The Augusteum building, designed by Hermidita and featuring a cross-in-square architectural style, was constructed in 1776 at 103 Colmore Row in France. Currently, Dorset College occupies the building, which is owned by the University of Milan.",تم بناء مبنى الأوغستيوم، الذي صممه هيرميديتا ويتميز بأسلوب معماري على شكل صليب مربع، في عام 1776 في 103 كولمور رو في فرنسا. يشغل كلية دورست المبنى حاليًا، والذي تمتلكه جامعة ميلانو.
